FILIAL_CRU;UNIDADE_EMP;BOLETIM_CRB;TANQUE_CRU;AMOSTRA_CRU;DATA_CRB;PROCEDENCIA_CRB;NF_CRB;VOLUME_CRB;CALCIO_CRU;CRIOSCOPIA_CRU;REDUTASE_CRU;GORDURA_CRU;FORNECDEST_CRU;TEMPERATURA_CRU;SIF_EMP;TIPOLEITE_CRB;SIF_CRB;DESTINO_CRU;PESO_CRB;PH_CRU;DENSIDADE_CRU;EST_CRU;ESD_CRU;ACIDEZ_CRU;PROVALCOOL_CRU;FORMOL_CRU;UREIA_CRU;PROT_CRU;ALCOOL_CRU;LACT_CRU;CGMP_CRU;ANALISTAS
1;PATROCINIO PAULISTA;100886;1;1;01/01/2023;CARMO DA MATA;3990;11158;1.26;0.535;03:00;3.46;218;4.1;2379;SEMIDESNATADO;415;SILO;42050;6.73;1030.6;12.06;8.6;15;P;;39;;;;30;LORRANA
1;PATROCINIO PAULISTA;100886;3;2;01/01/2023;CARMO DA MATA;3990;11158;1.20;0.534;03:00;3.43;218;5.1;2379;SEMIDESNATADO;415;SILO;42050;6.79;1030.7;12.04;8.61;15;P;;38;;;;30;LORRANA
1;PATROCINIO PAULISTA;100887;2;1;01/01/2023;FRUTAL;16871;6834;1.28;0.543;02:00;3.85;225;5.4;2379;INTEGRAL;1784;SILO;40020;6.72;1031.8;12.83;8.98;16;P;;33;;;;30;LORRANA
1;PATROCINIO PAULISTA;100887;3;2;01/01/2023;FRUTAL;16871;6834;1.23;0.539;02:00;3.53;225;4.7;2379;SEMIDESNATADO;1784;SILO;40020;6.73;1030.8;12.2;8.67;16;P;;36;;;;30;LORRANA
1;PATROCINIO PAULISTA;100887;1;3;01/01/2023;FRUTAL;16871;6834;1.28;0.54;02:00;3.85;225;5;2379;INTEGRAL;1784;SILO;40020;6.8;1030.8;12.58;8.73;15;P;;1;;;;30;LORRANA
1;PATROCINIO PAULISTA;100888;1;1;01/01/2023;CORPLES;301678;11250;1.28;0.54;03:20;3.02;224;5.6;2379;DESNATADO;0;SILO;53710;6.73;1031.6;11.78;8.76;16;P;N;38;;N;;30;LORRANA
1;PATROCINIO PAULISTA;100888;2;2;01/01/2023;CORPLES;301678;11250;1.24;0.541;03:20;3.06;224;5.3;2379;DESNATADO;0;SILO;53710;6.74;1031.8;11.88;8.82;16;P;N;38;;N;;30;LORRANA
1;PATROCINIO PAULISTA;100888;3;3;01/01/2023;CORPLES;301678;11250;1.23;0.541;03:20;3.32;224;4.8;2379;DESNATADO;0;SILO;53710;6.73;1031.6;12.14;8.82;16;P;N;39;;N;;30;LORRANA
1;PATROCINIO PAULISTA;100889;1;1;01/01/2023;GUARDA MOR;6187;12075;1.21;0.54;01:00;3.9;218;5.4;2379;INTEGRAL;1588;SILO;40250;6.75;1030.8;12.64;8.74;15;P;;37;;;;30;LORRANA
1;PATROCINIO PAULISTA;100889;2;2;01/01/2023;GUARDA MOR;6187;12075;1.31;0.543;01:00;3.75;218;5.6;2379;INTEGRAL;1588;SILO;40250;6.75;1031.4;12.61;8.86;15;P;;38;;;;30;LORRANA
1;PATROCINIO PAULISTA;100890;1;1;01/01/2023;RIVERSUL;5760;10610;1.25;0.537;06:00;3.9;219;5.6;2379;INTEGRAL;4594;SILO;51530;6.78;1030.6;12.59;8.69;15;P;;38;;;;30;LORRANA
1;PATROCINIO PAULISTA;100890;2;2;01/01/2023;RIVERSUL;5760;10610;1.31;0.539;06:00;3.79;219;5.4;2379;INTEGRAL;4594;SILO;51530;6.74;1030.8;12.51;8.72;16;P;;37;;;;30;LORRANA
1;PATROCINIO PAULISTA;100890;3;3;01/01/2023;RIVERSUL;5760;10610;1.30;0.538;06:00;3.7;219;5.8;2379;INTEGRAL;4594;SILO;51530;6.79;1031;12.45;8.75;15;P;;36;;;;30;LORRANA
1;PATROCINIO PAULISTA;100891;1;1;01/01/2023;SOCORRO_FAZENDA 7;5013;11882;1.25;0.535;01:00;3;225;3.5;2379;DESNATADO;0;SILO;55490;6.82;1030;11.36;8.36;14;P;;30;;;;30;LORRANA
1;PATROCINIO PAULISTA;100891;2;2;01/01/2023;SOCORRO_FAZENDA 7;5013;11882;1.21;0.536;01:00;3;225;3.3;2379;DESNATADO;0;SILO;55490;6.8;1030.2;11.41;8.41;14;P;;32;;;;30;LORRANA
1;PATROCINIO PAULISTA;100891;3;3;01/01/2023;SOCORRO_FAZENDA 7;5013;11882;1.30;0.535;01:00;3;225;3.8;2379;DESNATADO;0;SILO;55490;6.81;1030.2;11.41;8.41;14;P;;31;;;;30;LORRANA
1;PATROCINIO PAULISTA;100892;1;1;01/01/2023;FAZENDA 2;25909;3178;1.30;0.534;06:20;3.9;226;7.1;2379;INTEGRAL;2379;SILO;27340;6.7;1031.2;12.74;8.84;16;P;;40;;;;30;LORRANA
1;PATROCINIO PAULISTA;100892;2;2;01/01/2023;FAZENDA 2;25909;3178;1.29;0.54;06:20;3.9;226;6.7;2379;INTEGRAL;2379;SILO;27340;6.72;1031.2;12.74;8.84;16;P;;40;;;;30;LORRANA
1;PATROCINIO PAULISTA;100892;3;3;01/01/2023;FAZENDA 2;25909;3178;1.23;0.541;06:20;3.9;226;7.3;2379;INTEGRAL;2379;SILO;27340;6.69;1031.4;12.79;8.89;16;P;;40;;;;30;LORRANA
1;PATROCINIO PAULISTA;100892;4;4;01/01/2023;FAZENDA 2;25909;3178;1.27;0.537;06:20;3.9;226;6.8;2379;INTEGRAL;2379;SILO;27340;6.69;1031.6;12.84;8.94;16;P;;40;;;;30;LORRANA
1;PATROCINIO PAULISTA;100893;1;1;01/01/2023;SANTO ANTONIO DA PLATINA;7149;11629;1.27;0.534;06:00;3.9;218;5.8;2379;INTEGRAL;871;SILO;58060;6.74;1030.6;12.59;8.69;15;P;;34;;;;30;LORRANA
1;PATROCINIO PAULISTA;100893;2;2;01/01/2023;SANTO ANTONIO DA PLATINA;7149;11629;1.27;0.535;05:00;3.9;218;4.7;2379;INTEGRAL;871;SILO;58060;6.76;1030.8;12.64;8.74;15;P;;34;;;;30;LORRANA
1;PATROCINIO PAULISTA;100893;3;3;01/01/2023;SANTO ANTONIO DA PLATINA;7149;11629;1.21;0.537;05:00;3.9;218;5.9;2379;INTEGRAL;871;SILO;58060;6.77;1031;12.69;8.79;15;P;;36;;;;30;LORRANA
1;PATROCINIO PAULISTA;100894;1;1;01/01/2023;DORES DO INDAIA;5467;10430;1.27;0.534;05:00;3.79;223;5.6;2379;INTEGRAL;852;SILO;51400;6.74;1031;12.56;8.77;15;P;;35;;;;30;FERNANDO
1;PATROCINIO PAULISTA;100894;2;2;01/01/2023;DORES DO INDAIA;5467;10430;1.23;0.537;01:20;3.9;223;5.4;2379;INTEGRAL;852;SILO;51400;6.77;1030.8;12.64;8.74;15;P;;37;;;;30;FERNANDO
1;PATROCINIO PAULISTA;100894;3;3;01/01/2023;DORES DO INDAIA;5467;10430;1.23;0.535;01:20;3.85;223;4.8;2379;INTEGRAL;852;SILO;51400;6.79;1031.2;12.68;8.83;15;P;;38;;;;30;FERNANDO
1;PATROCINIO PAULISTA;100895;1;1;01/01/2023;PARANAIBA;6791;11231;1.31;0.534;03:30;3.14;223;5.5;2379;DESNATADO;4566;SILO;55810;6.73;1031.4;11.88;8.74;15;P;;32;;;;30;FERNANDO
1;PATROCINIO PAULISTA;100895;2;2;01/01/2023;PARANAIBA;6791;11231;1.28;0.533;02:30;3.13;223;5.8;2379;DESNATADO;4566;SILO;55810;6.75;1031;11.77;8.64;15;P;;35;;;;30;FERNANDO
1;PATROCINIO PAULISTA;100895;3;3;01/01/2023;PARANAIBA;6791;11231;1.23;0.537;02:30;3.63;223;6.1;2379;SEMIDESNATADO;4566;SILO;55810;6.77;1030.8;12.32;8.69;15;P;;31;;;;30;FERNANDO
1;PATROCINIO PAULISTA;100896;1;1;01/01/2023;COFRUL;31592;11653;1.23;0.534;04:00;3.35;224;6;2379;DESNATADO;0;SILO;58320;6.76;1031.2;12.08;8.73;15;P;N;37;;N;;30;FERNANDO
1;PATROCINIO PAULISTA;100896;2;2;01/01/2023;COFRUL;31592;11653;1.21;0.54;01:30;3.9;224;6.2;2379;INTEGRAL;0;SILO;58320;6.77;1031;12.69;8.79;15;P;N;36;;N;;30;FERNANDO
1;PATROCINIO PAULISTA;100896;3;3;01/01/2023;COFRUL;31592;11653;1.23;0.536;03:30;3.64;224;6;2379;SEMIDESNATADO;0;SILO;58320;6.79;1031.4;12.48;8.84;15;P;N;35;;N;;30;FERNANDO
1;PATROCINIO PAULISTA;100897;1;1;01/01/2023;VERDE CAMPO;587365;8692;1.26;0.534;03:00;0.28;225;6.8;2379;DESNATADO;4128;SILO;45060;6.77;1033.4;8.95;8.67;15;P;N;38;;N;;30;FERNANDO
1;PATROCINIO PAULISTA;100897;2;2;01/01/2023;VERDE CAMPO;587365;8692;1.23;0.535;01:30;0.27;225;7.1;2379;DESNATADO;4128;SILO;45060;6.76;1034;9.08;8.81;15;P;N;39;;N;;30;FERNANDO
1;PATROCINIO PAULISTA;100897;3;3;01/01/2023;VERDE CAMPO;587365;8692;1.21;0.536;01:30;0.27;225;6.5;2379;DESNATADO;4128;SILO;45060;6.78;1034.2;9.13;8.86;15;P;N;38;;N;;30;FERNANDO
1;PATROCINIO PAULISTA;100898;1;1;01/01/2023;COOPAS;24668;11999;1.31;0.534;03:00;3.72;219;6.1;2379;INTEGRAL;3118;SILO;58340;6.76;1030.4;12.32;8.6;15;P;N;35;;N;;30;FERNANDO
1;PATROCINIO PAULISTA;100898;2;2;01/01/2023;COOPAS;24668;11999;1.24;0.533;02:00;3.16;219;6.3;2379;DESNATADO;3118;SILO;58340;6.74;1030.8;11.75;8.59;15;P;N;34;;N;;30;FERNANDO
1;PATROCINIO PAULISTA;100898;3;3;01/01/2023;COOPAS;24668;11999;1.23;0.533;02:00;3.12;219;6.5;2379;DESNATADO;3118;SILO;58340;6.77;1030.6;11.65;8.53;15;P;N;33;;N;;30;FERNANDO
1;PATROCINIO PAULISTA;100899;1;1;01/01/2023;MONTE CASTELO;19741;12052;1.28;0.533;04:00;3.26;226;5.2;2379;DESNATADO;2133;SILO;55820;6.78;1031;11.92;8.66;15;P;;32;;;;30;FERNANDO
1;PATROCINIO PAULISTA;100899;2;2;01/01/2023;MONTE CASTELO;19741;12052;1.28;0.536;04:00;3.24;226;6.4;2379;DESNATADO;2133;SILO;55820;6.75;1030.8;11.85;8.61;15;P;;30;;;;30;FERNANDO
1;PATROCINIO PAULISTA;100899;3;3;01/01/2023;MONTE CASTELO;19741;12052;1.20;0.536;03:00;3.21;226;5.2;2379;DESNATADO;2133;SILO;55820;6.77;1031.4;11.96;8.75;15;P;;30;;;;30;FERNANDO
1;PATROCINIO PAULISTA;100900;1;1;01/01/2023;TAQUARI;155282;11869;1.21;0.534;03:00;3.61;226;5.4;2379;SEMIDESNATADO;2217;SILO;57830;6.77;1030.2;12.14;8.53;15;P;N;40;;N;;30;FERNANDO
1;PATROCINIO PAULISTA;100900;2;2;01/01/2023;TAQUARI;155282;11869;1.22;0.535;03:30;3.63;226;4.5;2379;SEMIDESNATADO;2217;SILO;57830;6.75;1030.6;12.27;8.64;15;P;N;40;;N;;30;FERNANDO
1;PATROCINIO PAULISTA;100900;3;3;01/01/2023;TAQUARI;155282;11869;1.22;0.537;03:00;3.63;226;4.7;2379;SEMIDESNATADO;2217;SILO;57830;6.79;1030.4;12.22;8.59;15;P;N;38;;N;;30;FERNANDO
1;PATROCINIO PAULISTA;100901;1;1;01/01/2023;LATICINIOS FORMOSA;65272;12336;1.31;0.532;02:00;3.67;218;6.3;2379;SEMIDESNATADO;2004;SILO;61870;6.73;1031.4;12.51;8.84;15;P;N;38;;N;;30;FERNANDO
1;PATROCINIO PAULISTA;100901;2;2;01/01/2023;LATICINIOS FORMOSA;65272;12336;1.26;0.534;03:00;3.7;218;7;2379;INTEGRAL;2004;SILO;61870;6.75;1031;12.45;8.75;15;P;N;38;;N;;30;FERNANDO
1;PATROCINIO PAULISTA;100901;3;3;01/01/2023;LATICINIOS FORMOSA;65272;12336;1.30;0.535;02:30;3.83;218;7.5;2379;INTEGRAL;2004;SILO;61870;6.76;1031;12.61;8.78;15;P;N;38;;N;;30;FERNANDO
1;PATROCINIO PAULISTA;100902;1;1;01/01/2023;FAZENDA 4;25910;2444;1.20;0.535;01:30;3.36;218;8.6;2379;DESNATADO;2379;SILO;13000;6.76;1031.4;12.14;8.78;15;P;;44;;;;30;FERNANDO
1;PATROCINIO PAULISTA;100902;2;2;01/01/2023;FAZENDA 4;25910;2444;1.26;0.537;02:00;3.38;218;9.1;2379;DESNATADO;2379;SILO;13000;6.78;1031.2;12.12;8.74;15;P;;44;;;;30;FERNANDO
1;PATROCINIO PAULISTA;100903;1;1;01/01/2023;FAZENDA 4;25911;3268;1.22;0.532;03:30;3.67;223;7;2379;SEMIDESNATADO;2379;SILO;18700;6.78;1031;12.41;8.74;15;P;;28;;;;30;FERNANDO
1;PATROCINIO PAULISTA;100903;2;2;01/01/2023;FAZENDA 4;25911;3268;1.23;0.533;03:00;3.68;223;7.4;2379;SEMIDESNATADO;2379;SILO;18700;6.79;1031.4;12.53;8.85;15;P;;26;;;;30;FERNANDO
1;PATROCINIO PAULISTA;100903;3;3;01/01/2023;FAZENDA 4;25911;3268;1.30;0.534;04:00;3.76;223;7.4;2379;INTEGRAL;2379;SILO;18700;6.78;1031.2;12.57;8.81;15;P;;28;;;;30;FERNANDO
1;PATROCINIO PAULISTA;100904;1;1;01/01/2023;FAZENDA 2;25912;2624;1.21;0.533;02:15;3.66;219;6.2;2379;SEMIDESNATADO;2379;SILO;22330;6.74;1031.6;12.55;8.89;16;P;;40;;;;30;FERNANDO
1;PATROCINIO PAULISTA;100904;2;2;01/01/2023;FAZENDA 2;25912;2624;1.29;0.534;02:30;3.66;219;6.7;2379;SEMIDESNATADO;2379;SILO;22330;6.73;1031.4;12.5;8.84;15;P;;39;;;;30;FERNANDO
1;PATROCINIO PAULISTA;100904;3;3;01/01/2023;FAZENDA 2;25912;2624;1.30;0.536;03:00;3.63;219;6.9;2379;SEMIDESNATADO;2379;SILO;22330;6.75;1031.4;12.47;8.84;15;P;;40;;;;30;FERNANDO
1;PATROCINIO PAULISTA;100905;1;1;01/01/2023;CAPEBE;127291;11970;1.21;0.532;03:45;3.54;224;7;2379;SEMIDESNATADO;1;SILO;59330;6.76;1031;12.26;8.72;16;P;N;37;;N;;30;FERNANDO
1;PATROCINIO PAULISTA;100905;2;2;01/01/2023;CAPEBE;127291;11970;1.24;0.534;03:00;3.37;224;6.9;2379;DESNATADO;1;SILO;59330;6.75;1030.6;11.95;8.58;16;P;N;37;;N;;30;FERNANDO
1;PATROCINIO PAULISTA;100905;3;3;01/01/2023;CAPEBE;127291;11970;1.23;0.534;03:15;3.15;224;7.3;2379;DESNATADO;1;SILO;59330;6.77;1031.2;11.84;8.69;16;P;N;38;;N;;30;FERNANDO
1;PATROCINIO PAULISTA;100906;1;1;01/01/2023;LACTOUNA;13838;11518;1.23;0.532;02:30;3.4;218;4.6;2379;DESNATADO;3908;SILO;58130;6.74;1031;12.09;8.69;16;P;N;34;;N;;30;FERNANDO
1;PATROCINIO PAULISTA;100906;2;2;01/01/2023;LACTOUNA;13838;11518;1.24;0.536;02:30;3.26;218;4.8;2379;DESNATADO;3908;SILO;58130;6.76;1030.6;11.82;8.56;16;P;N;36;;N;;30;FERNANDO
1;PATROCINIO PAULISTA;100906;3;3;01/01/2023;LACTOUNA;13838;11518;1.22;0.534;02:30;3.64;218;4.8;2379;SEMIDESNATADO;3908;SILO;58130;6.75;1031;12.38;8.74;16;P;N;34;;N;;30;FERNANDO
1;PATROCINIO PAULISTA;100907;1;1;01/01/2023;LATICINIOS CASCA DANTA;12291;16870;1.26;0.537;02:40;3.26;219;7;2379;DESNATADO;2814;SILO;40640;6.74;1030.8;11.87;8.61;15;P;N;33;;N;;30;FERNANDO
1;PATROCINIO PAULISTA;100909;1;1;01/01/2023;FAZENDA 1;25913;2359;1.26;0.539;02:30;3.85;219;6.8;2379;INTEGRAL;2379;SILO;15590;6.77;1031.8;12.83;8.98;15;P;;36;;;;30;MARIANA
1;PATROCINIO PAULISTA;100909;2;2;01/01/2023;FAZENDA 1;25913;2359;1.29;0.542;02:00;3.83;219;7.4;2379;INTEGRAL;2379;SILO;15590;6.74;1031.2;12.66;8.83;15;P;;35;;;;30;MARIANA
1;PATROCINIO PAULISTA;100909;3;3;01/01/2023;FAZENDA 1;25913;2359;1.29;0.535;02:00;3.96;219;7.7;2379;INTEGRAL;2379;SILO;15590;6.78;1031;12.76;8.8;15;P;;36;;;;30;MARIANA
1;PATROCINIO PAULISTA;100908;1;1;01/01/2023;COMEVAP;5117459;11196;1.23;0.547;03:00;0.52;223;5.5;2379;DESNATADO;0;SILO;54020;6.78;1033.8;9.33;8.81;15;P;N;38;;N;;30;MARIANA
1;PATROCINIO PAULISTA;100908;2;2;01/01/2023;COMEVAP;5117459;11196;1.26;0.555;02:40;0.3;223;5.2;2379;DESNATADO;0;SILO;54020;6.76;1033.8;9.07;8.77;15;P;N;39;;N;;30;MARIANA
1;PATROCINIO PAULISTA;100908;3;3;01/01/2023;COMEVAP;5117459;11196;1.28;0.543;02:50;0.33;223;5.7;2379;DESNATADO;0;SILO;54020;6.74;1033.8;9.11;8.78;15;P;N;39;;N;;30;MARIANA
1;PATROCINIO PAULISTA;100910;1;1;01/01/2023;LATICINIOS CASCA DANTA;12292;8631;1.22;0.538;04:00;3.66;218;7.9;2379;SEMIDESNATADO;2814;SILO;34540;6.79;1031.8;12.6;8.94;15;P;N;34;;N;;30;MARIANA
1;PATROCINIO PAULISTA;100910;2;2;01/01/2023;LATICINIOS CASCA DANTA;12292;8631;1.25;0.542;04:00;3.59;218;7.3;2379;SEMIDESNATADO;2814;SILO;34540;6.77;1031.8;12.52;8.93;15;P;N;36;;N;;30;MARIANA
1;PATROCINIO PAULISTA;100911;1;1;01/01/2023;SACRAMENTO_FAZENDA 6;14963;2616;1.25;0.543;03:30;3.85;224;11;2379;INTEGRAL;3533;SILO;24420;6.77;1031;12.63;8.78;15;P;;38;;;;30;MARIANA
1;PATROCINIO PAULISTA;100911;2;2;01/01/2023;SACRAMENTO_FAZENDA 6;14963;2616;1.30;0.543;03:30;3.8;224;8.2;2379;INTEGRAL;3533;SILO;24420;6.73;1031;12.57;8.77;15;P;;42;;;;30;MARIANA
1;PATROCINIO PAULISTA;100911;3;3;01/01/2023;SACRAMENTO_FAZENDA 6;14963;2616;1.22;0.542;03:00;3.83;224;10;2379;INTEGRAL;3533;SILO;24420;6.78;1031.2;12.66;8.83;15;P;;38;;;;30;MARIANA
1;PATROCINIO PAULISTA;100911;4;4;01/01/2023;SACRAMENTO_FAZENDA 6;14963;2616;1.24;0.547;04:00;3.65;224;10.8;2379;SEMIDESNATADO;3533;SILO;24420;6.75;1031.6;12.54;8.89;15;P;;45;;;;30;MARIANA
1;PATROCINIO PAULISTA;100912;1;1;01/01/2023;DANONE;626977;12044;1.31;0.54;01:30;3.89;219;7.6;2379;INTEGRAL;344;SILO;59610;6.77;1031.8;12.88;8.99;15;P;N;38;;N;;30;MARIANA
1;PATROCINIO PAULISTA;100912;2;2;01/01/2023;DANONE;626977;12044;1.20;0.543;01:30;3.89;219;7;2379;INTEGRAL;344;SILO;59610;6.73;1031;12.68;8.79;15;P;N;37;;N;;30;MARIANA
1;PATROCINIO PAULISTA;100912;3;3;01/01/2023;DANONE;626977;12044;1.28;0.539;01:30;3.89;219;7.5;2379;INTEGRAL;344;SILO;59610;6.75;1031.6;12.83;8.94;15;P;N;38;;N;;30;MARIANA
1;PATROCINIO PAULISTA;100913;1;1;01/01/2023;ALPINOPOLIS_FAZENDA 5;4894;4215;1.23;0.535;01:40;3.92;224;9;2379;INTEGRAL;1249;SILO;34370;6.74;1031;12.71;8.79;15;P;;39;;;;30;MARIANA
1;PATROCINIO PAULISTA;100913;2;2;01/01/2023;ALPINOPOLIS_FAZENDA 5;4894;4215;1.24;0.539;02:30;3.61;224;9;2379;SEMIDESNATADO;1249;SILO;34370;6.7;1031.2;12.39;8.78;15;P;;36;;;;30;MARIANA
1;PATROCINIO PAULISTA;100913;3;3;01/01/2023;ALPINOPOLIS_FAZENDA 5;4894;4215;1.31;0.538;02:40;3.62;224;9.2;2379;SEMIDESNATADO;1249;SILO;34370;6.73;1031.6;12.5;8.88;15;P;;37;;;;30;MARIANA
1;PATROCINIO PAULISTA;100913;5;4;01/01/2023;ALPINOPOLIS_FAZENDA 5;4894;4215;1.28;0.54;02:40;3.42;224;11;2379;SEMIDESNATADO;1249;SILO;34370;6.77;1031.6;12.26;8.84;14;P;;33;;;;30;MARIANA
1;PATROCINIO PAULISTA;100914;1;1;01/01/2023;FAZENDA 4;25914;2362;1.24;0.54;02:30;3.51;218;10.2;2379;SEMIDESNATADO;2379;SILO;12860;6.79;1031;12.22;8.71;14;P;;42;;;;30;MARIANA
1;PATROCINIO PAULISTA;100914;2;2;01/01/2023;FAZENDA 4;25914;2362;1.25;0.538;02:40;3.64;218;11.2;2379;SEMIDESNATADO;2379;SILO;12860;6.8;1031;12.38;8.74;15;P;;41;;;;30;MARIANA
1;PATROCINIO PAULISTA;100915;1;1;01/01/2023;DANONE;626976;9713;1.26;0.55;01:30;3.72;218;6.6;2379;INTEGRAL;344;SILO;49100;6.77;1031;12.47;8.75;15;P;N;41;;N;;30;MARIANA
1;PATROCINIO PAULISTA;100915;2;2;01/01/2023;DANONE;626976;9713;1.27;0.551;03:00;3.72;218;6.2;2379;INTEGRAL;344;SILO;49100;6.75;1031.2;12.52;8.8;15;P;N;41;;N;;30;MARIANA
1;PATROCINIO PAULISTA;100915;3;3;01/01/2023;DANONE;626976;9713;1.21;0.548;03:00;3.72;218;6.5;2379;INTEGRAL;344;SILO;49100;6.73;1031.6;12.62;8.9;16;P;N;39;;N;;30;MARIANA
1;PATROCINIO PAULISTA;100916;1;1;01/01/2023;MONTE CASTELO;19739;12067;1.25;0.538;03:00;3;219;6.1;2379;DESNATADO;2133;SILO;58660;6.79;1031;11.61;8.61;15;P;;1;;;;30;TIAGO
1;PATROCINIO PAULISTA;100916;2;2;01/01/2023;MONTE CASTELO;19739;12067;1.29;0.541;03:00;3;219;6.7;2379;DESNATADO;2133;SILO;58660;6.79;1031;11.61;8.61;15;P;;1;;;;30;TIAGO
1;PATROCINIO PAULISTA;100916;3;3;01/01/2023;MONTE CASTELO;19739;12067;1.29;0.539;03:00;3;219;6.4;2379;DESNATADO;2133;SILO;58660;6.79;1030.8;11.56;8.56;15;P;;1;;;;30;TIAGO
1;PATROCINIO PAULISTA;100917;1;1;01/01/2023;CORPLES;301679;11284;1.23;0.542;04:00;3.89;218;5.9;2379;INTEGRAL;0;SILO;55560;6.78;1031.8;12.88;8.99;15;P;N;38;;N;;30;MARIANA
1;PATROCINIO PAULISTA;100917;2;2;01/01/2023;CORPLES;301679;11284;1.27;0.539;04:00;3.89;218;6;2379;INTEGRAL;0;SILO;55560;6.76;1031.6;12.83;8.94;15;P;N;39;;N;;30;MARIANA
1;PATROCINIO PAULISTA;100917;3;3;01/01/2023;CORPLES;301679;11284;1.23;0.54;04:00;3.89;218;6.8;2379;INTEGRAL;0;SILO;55560;6.73;1031.2;12.73;8.84;15;P;N;39;;N;;30;MARIANA
1;PATROCINIO PAULISTA;100918;1;1;01/01/2023;LATICINIOS MIMOLAC;16963;11358;1.20;0.542;04:00;3.45;218;6.3;2379;SEMIDESNATADO;1132;SILO;54350;6.8;1031;12.15;8.7;14;P;N;36;;N;;30;MARIANA
1;PATROCINIO PAULISTA;100918;2;2;01/01/2023;LATICINIOS MIMOLAC;16963;11358;1.22;0.544;04:00;3.62;218;7.4;2379;SEMIDESNATADO;1132;SILO;54350;6.79;1031.2;12.4;8.78;14;P;N;39;;N;;30;MARIANA
1;PATROCINIO PAULISTA;100918;3;3;01/01/2023;LATICINIOS MIMOLAC;16963;11358;1.30;0.54;04:00;3.38;218;6.8;2379;DESNATADO;1132;SILO;54350;6.81;1031.6;12.22;8.84;14;P;N;38;;N;;30;MARIANA
1;PATROCINIO PAULISTA;100919;1;1;01/01/2023;FAZENDA 3;25915;2279;1.23;0.539;03:00;3.85;219;9.8;2379;INTEGRAL;2379;SILO;14610;6.77;1031;12.63;8.78;15;P;;40;;;;30;MARIANA
1;PATROCINIO PAULISTA;100919;2;2;01/01/2023;FAZENDA 3;25915;2279;1.30;0.545;03:00;3.9;219;10.4;2379;INTEGRAL;2379;SILO;14610;6.7;1031.8;12.89;8.99;15;P;;38;;;;30;MARIANA
1;PATROCINIO PAULISTA;100919;3;3;01/01/2023;FAZENDA 3;25915;2279;1.29;0.54;03:00;3.75;219;8.1;2379;INTEGRAL;2379;SILO;14610;6.73;1031.2;12.56;8.81;15;P;;34;;;;30;MARIANA
1;PATROCINIO PAULISTA;100920;1;1;01/01/2023;COFRUL;31585;11044;1.23;0.541;04:30;3.9;219;6.8;2379;INTEGRAL;0;SILO;53820;6.7;1030.2;12.49;8.59;15;P;N;36;;N;;30;MARIANA
1;PATROCINIO PAULISTA;100920;2;2;01/01/2023;COFRUL;31585;11044;1.23;0.539;04:30;3.73;219;6.8;2379;INTEGRAL;0;SILO;53820;6.73;1030.6;12.39;8.66;15;P;N;37;;N;;30;MARIANA
1;PATROCINIO PAULISTA;100920;3;3;01/01/2023;COFRUL;31585;11044;1.23;0.542;04:30;3.78;219;6;2379;INTEGRAL;0;SILO;53820;6.72;1030.6;12.45;8.67;15;P;N;36;;N;;30;MARIANA
1;PATROCINIO PAULISTA;100921;1;1;01/01/2023;SOCORRO_FAZENDA 7;5014;10604;1.30;0.538;05:10;3.2;219;7.2;2379;DESNATADO;0;SILO;51470;6.8;1031.8;12.05;8.85;14;P;;35;;;;30;MARIANA
1;PATROCINIO PAULISTA;100921;2;2;01/01/2023;SOCORRO_FAZENDA 7;5014;10604;1.28;0.537;05:10;2.96;219;9.4;2379;DESNATADO;0;SILO;51470;6.82;1031.6;11.71;8.75;14;P;;37;;;;30;MARIANA
1;PATROCINIO PAULISTA;100921;3;3;01/01/2023;SOCORRO_FAZENDA 7;5014;10604;1.27;0.539;05:00;3.21;219;8.5;2379;DESNATADO;0;SILO;51470;6.78;1031.6;12.01;8.8;14;P;;37;;;;30;MARIANA
1;PATROCINIO PAULISTA;100922;1;1;01/01/2023;DANONE;626978;15050;1.23;0.535;02:00;3.1;225;5.2;2379;DESNATADO;344;SILO;50390;6.72;1031;11.73;8.63;16;P;N;36;;N;;30;LORRANA
1;PATROCINIO PAULISTA;100922;2;2;01/01/2023;DANONE;626978;15050;1.24;0.545;02:00;3.9;225;5.4;2379;INTEGRAL;344;SILO;50390;6.72;1030.8;12.64;8.74;16;P;N;34;;N;;30;LORRANA
1;PATROCINIO PAULISTA;100923;1;1;01/01/2023;UBERABA;24550;4128;1.30;0.553;02:00;3.71;224;5.5;2379;INTEGRAL;844;SILO;38620;6.82;1030.4;12.31;8.6;14;P;;60;;;;30;LORRANA
1;PATROCINIO PAULISTA;100923;2;2;01/01/2023;UBERABA;24550;4128;1.29;0.555;02:00;3.71;224;5.4;2379;INTEGRAL;844;SILO;38620;6.72;1030.7;12.39;8.68;15;P;;60;;;;30;LORRANA
1;PATROCINIO PAULISTA;100923;3;3;01/01/2023;UBERABA;24550;4128;1.21;0.555;02:00;3.7;224;4.6;2379;INTEGRAL;844;SILO;38620;6.74;1030.6;12.35;8.65;15;P;;60;;;;30;LORRANA
1;PATROCINIO PAULISTA;100923;4;4;01/01/2023;UBERABA;24550;4128;1.28;0.555;02:00;3.7;224;5.3;2379;INTEGRAL;844;SILO;38620;6.74;1030.2;12.25;8.55;15;P;;60;;;;30;LORRANA
