FILIAL_CRU;UNIDADE_EMP;BOLETIM_CRB;TANQUE_CRU;AMOSTRA_CRU;DATA_CRB;PROCEDENCIA_CRB;NF_CRB;VOLUME_CRB;CALCIO_CRU;CRIOSCOPIA_CRU;REDUTASE_CRU;GORDURA_CRU;FORNECDEST_CRU;TEMPERATURA_CRU;SIF_EMP;TIPOLEITE_CRB;SIF_CRB;DESTINO_CRU;PESO_CRB;PH_CRU;DENSIDADE_CRU;EST_CRU;ESD_CRU;ACIDEZ_CRU;PROVALCOOL_CRU;FORMOL_CRU;UREIA_CRU;PROT_CRU;ALCOOL_CRU;LACT_CRU;CGMP_CRU;ANALISTAS
1;PATROCINIO PAULISTA;101875;3;3;27/01/2023;FAZENDA 2;26074;2071;1.26;0.536;07:00;3.89;223;4.9;2379;INTEGRAL;2379;SILO;14200;6.78;1030;12.43;8.54;15;P;;38;;;;30;DEBORA, THIAGO
1;PATROCINIO PAULISTA;101876;1;1;27/01/2023;FRISIA COOPERATIVA AGROINDUSTRIAL;43301;11289;1.22;0.544;05:00;3.88;223;3.4;2379;INTEGRAL;1862;SILO;56370;6.73;1030;12.42;8.54;16;P;N;35;;N;;30;DEBORA, THIAGO
1;PATROCINIO PAULISTA;101876;2;2;27/01/2023;FRISIA COOPERATIVA AGROINDUSTRIAL;43301;11289;1.20;0.542;05:00;3.86;223;3.9;2379;INTEGRAL;1862;SILO;56370;6.73;1030;12.39;8.53;16;P;N;34;;N;;30;DEBORA, THIAGO
1;PATROCINIO PAULISTA;101876;3;3;27/01/2023;FRISIA COOPERATIVA AGROINDUSTRIAL;43301;11289;1.22;0.541;05:00;3.37;223;4.2;2379;DESNATADO;1862;SILO;56370;6.71;1030.6;11.95;8.58;16;P;N;35;;N;;30;DEBORA, THIAGO
1;PATROCINIO PAULISTA;101877;1;1;27/01/2023;RIVERSUL;5777;11572;1.26;0.539;04:00;3.49;223;4.2;2379;SEMIDESNATADO;4594;SILO;58120;6.83;1030.8;12.15;8.66;15;P;;34;;;;30;THIAGO
1;PATROCINIO PAULISTA;101877;2;2;27/01/2023;RIVERSUL;5777;11572;1.20;0.537;06:00;3.51;223;4.3;2379;SEMIDESNATADO;4594;SILO;58120;6.81;1030.6;12.12;8.61;15;P;;30;;;;30;THIAGO
1;PATROCINIO PAULISTA;101877;3;3;27/01/2023;RIVERSUL;5777;11572;1.25;0.539;05:00;3.63;223;5.2;2379;SEMIDESNATADO;4594;SILO;58120;6.8;1030.6;12.27;8.64;15;P;;28;;;;30;THIAGO
1;PATROCINIO PAULISTA;101878;1;1;27/01/2023;PARANAIBA;6823;9784;1.25;0.538;04:20;3.22;225;5;2379;DESNATADO;4566;SILO;49280;6.75;1030.8;11.82;8.6;15;P;;39;;;;30;JULIO
1;PATROCINIO PAULISTA;101878;2;2;27/01/2023;PARANAIBA;6823;9784;1.29;0.532;04:20;3.25;225;4.8;2379;DESNATADO;4566;SILO;49280;6.72;1030.8;11.86;8.61;16;P;;39;;;;30;JULIO
1;PATROCINIO PAULISTA;101878;3;3;27/01/2023;PARANAIBA;6823;9784;1.29;0.54;04:20;3.32;225;5;2379;DESNATADO;4566;SILO;49280;6.79;1031.2;12.04;8.72;16;P;;36;;;;30;JULIO
1;PATROCINIO PAULISTA;101879;1;1;27/01/2023;SANTO ANTONIO DA PLATINA;7176;12100;1.27;0.534;04:00;3.56;225;6.1;2379;SEMIDESNATADO;871;SILO;56380;6.7;1032;12.53;8.97;15;P;;38;;;;30;JORGE
1;PATROCINIO PAULISTA;101879;2;2;27/01/2023;SANTO ANTONIO DA PLATINA;7176;12100;1.31;0.53;03:30;3.5;225;6.3;2379;SEMIDESNATADO;871;SILO;56380;6.7;1031.8;12.41;8.91;15;P;;33;;;;30;JORGE
1;PATROCINIO PAULISTA;101879;3;3;27/01/2023;SANTO ANTONIO DA PLATINA;7176;12100;1.25;0.534;03:00;3.79;225;6.4;2379;INTEGRAL;871;SILO;56380;6.7;1032;12.81;9.02;15;P;;38;;;;30;JORGE
1;PATROCINIO PAULISTA;101880;1;1;27/01/2023;FRISIA COOPERATIVA AGROINDUSTRIAL;43295;11423;1.22;0.545;06:00;3.89;224;6.1;2379;INTEGRAL;1862;SILO;56500;6.69;1032;12.93;9.04;16;P;N;35;;N;;30;JULIO, LIVIA
1;PATROCINIO PAULISTA;101880;2;2;27/01/2023;FRISIA COOPERATIVA AGROINDUSTRIAL;43295;11423;1.25;0.54;04:00;3.79;224;6;2379;INTEGRAL;1862;SILO;56500;6.73;1031.8;12.76;8.97;15;P;N;38;;N;;30;JULIO, LIVIA
1;PATROCINIO PAULISTA;101880;3;3;27/01/2023;FRISIA COOPERATIVA AGROINDUSTRIAL;43295;11423;1.29;0.541;04:00;3.86;224;6.4;2379;INTEGRAL;1862;SILO;56500;6.73;1031.6;12.79;8.93;15;P;N;36;;N;;30;JULIO, LIVIA
1;PATROCINIO PAULISTA;101882;1;1;27/01/2023;CARMO DA MATA;4022;11921;1.21;0.539;00:40;3.5;224;6.6;2379;SEMIDESNATADO;415;SILO;44180;6.79;1032.4;12.56;9.06;15;P;;40;;;;30;IRACEMA
1;PATROCINIO PAULISTA;101882;3;2;27/01/2023;CARMO DA MATA;4022;11921;1.22;0.54;00:40;3.48;224;6.3;2379;SEMIDESNATADO;415;SILO;44180;6.78;1032;12.44;8.96;15;P;;43;;;;30;IRACEMA
1;PATROCINIO PAULISTA;101881;1;1;27/01/2023;AGRINDUS;808454;2727;1.25;0.54;04:00;0.03;219;7.5;2379;DESNATADO;2606;SILO;16400;6.78;1034;8.8;8.77;16;P;N;29;;N;;30;IRACEMA
1;PATROCINIO PAULISTA;101881;2;2;27/01/2023;AGRINDUS;808454;2727;1.23;0.543;03:30;0.02;219;7.9;2379;DESNATADO;2606;SILO;16400;6.79;1034.2;8.83;8.81;16;P;N;33;;N;;30;IRACEMA
1;PATROCINIO PAULISTA;101881;3;3;27/01/2023;AGRINDUS;808454;2727;1.22;0.542;03:30;0.01;219;7.1;2379;DESNATADO;2606;SILO;16400;6.77;1034;8.77;8.76;16;P;N;32;;N;;30;IRACEMA
1;PATROCINIO PAULISTA;101883;1;1;27/01/2023;TAQUARI;156584;11200;1.30;0.545;05:00;3.58;226;6.5;2379;SEMIDESNATADO;2217;SILO;53620;6.78;1031.8;12.51;8.93;15;P;N;44;;N;;30;IRACEMA
1;PATROCINIO PAULISTA;101883;2;2;27/01/2023;TAQUARI;156584;11200;1.21;0.54;05:00;3.51;226;5.5;2379;SEMIDESNATADO;2217;SILO;53620;6.75;1032;12.47;8.96;15;P;N;40;;N;;30;IRACEMA
1;PATROCINIO PAULISTA;101883;3;3;27/01/2023;TAQUARI;156584;11200;1.27;0.542;05:00;3.59;226;6;2379;SEMIDESNATADO;2217;SILO;53620;6.79;1031.8;12.52;8.93;15;P;N;43;;N;;30;IRACEMA
1;PATROCINIO PAULISTA;101884;1;1;27/01/2023;FAZENDA 4;26075;2268;1.25;0.547;03:30;3.78;218;6.9;2379;INTEGRAL;2379;SILO;13100;6.75;1031.6;12.7;8.92;15;P;;41;;;;30;IRACEMA
1;PATROCINIO PAULISTA;101884;2;2;27/01/2023;FAZENDA 4;26075;2268;1.26;0.548;03:30;3.36;218;7;2379;DESNATADO;2379;SILO;13100;6.76;1032.4;12.39;9.03;15;P;;39;;;;30;IRACEMA
1;PATROCINIO PAULISTA;101885;1;1;27/01/2023;FAZENDA 2;26076;3255;1.26;0.545;02:30;3.8;218;6.3;2379;INTEGRAL;2379;SILO;27620;6.7;1030.2;12.37;8.57;15;P;;34;;;;30;IRACEMA, JULIO
1;PATROCINIO PAULISTA;101885;2;2;27/01/2023;FAZENDA 2;26076;3255;1.26;0.54;02:30;3.79;218;6.5;2379;INTEGRAL;2379;SILO;27620;6.69;1030;12.31;8.52;16;P;;34;;;;30;IRACEMA, JULIO
1;PATROCINIO PAULISTA;101885;3;3;27/01/2023;FAZENDA 2;26076;3255;1.24;0.539;02:00;3.76;218;6.6;2379;INTEGRAL;2379;SILO;27620;6.71;1030;12.27;8.51;15;P;;33;;;;30;IRACEMA, JULIO
1;PATROCINIO PAULISTA;101885;4;4;27/01/2023;FAZENDA 2;26076;3255;1.23;0.541;02:30;3.81;218;14.3;2379;INTEGRAL;2379;SILO;27620;6.73;1030.4;12.43;8.62;15;P;;37;;;;30;IRACEMA, JULIO
1;PATROCINIO PAULISTA;101886;1;1;27/01/2023;FRISIA COOPERATIVA AGROINDUSTRIAL;43389;11085;1.26;0.544;03:30;3.58;223;7;2379;SEMIDESNATADO;1862;SILO;53050;6.73;1031.6;12.46;8.88;15;P;N;33;;N;;30;JULIO
1;PATROCINIO PAULISTA;101886;2;2;27/01/2023;FRISIA COOPERATIVA AGROINDUSTRIAL;43389;11085;1.25;0.542;04:00;3.6;223;5.9;2379;SEMIDESNATADO;1862;SILO;53050;6.75;1031.8;12.53;8.93;15;P;N;34;;N;;30;JULIO
1;PATROCINIO PAULISTA;101886;3;3;27/01/2023;FRISIA COOPERATIVA AGROINDUSTRIAL;43389;11085;1.24;0.54;04:00;3.53;223;5.8;2379;SEMIDESNATADO;1862;SILO;53050;6.7;1031.8;12.45;8.92;16;P;N;32;;N;;30;JULIO
1;PATROCINIO PAULISTA;101887;1;1;27/01/2023;LATICINIOS FLEURY EIRELI;32230;11102;1.27;0.537;03:00;3.41;224;5.9;2379;SEMIDESNATADO;3971;SILO;55260;6.76;1031;12.1;8.69;15;P;N;36;;N;;30;JOAO VITOR
1;PATROCINIO PAULISTA;101887;2;2;27/01/2023;LATICINIOS FLEURY EIRELI;32230;11102;1.27;0.537;03:00;3.26;224;6.9;2379;DESNATADO;3971;SILO;55260;6.75;1031.2;11.97;8.71;15;P;N;37;;N;;30;JOAO VITOR
1;PATROCINIO PAULISTA;101887;3;3;27/01/2023;LATICINIOS FLEURY EIRELI;32230;11102;1.30;0.535;03:00;3.39;224;6.5;2379;DESNATADO;3971;SILO;55260;6.78;1031;12.08;8.69;15;P;N;35;;N;;30;JOAO VITOR
1;PATROCINIO PAULISTA;101888;1;1;27/01/2023;FAZENDA 1;26077;2119;1.22;0.538;03:30;3.36;226;7.3;2379;DESNATADO;2379;SILO;14800;6.73;1030.4;11.89;8.53;15;P;;29;;;;30;JOAO VITOR
1;PATROCINIO PAULISTA;101888;2;2;27/01/2023;FAZENDA 1;26077;2119;1.22;0.538;03:30;3.83;226;7.5;2379;INTEGRAL;2379;SILO;14800;6.75;1030.4;12.46;8.63;15;P;;29;;;;30;JOAO VITOR
1;PATROCINIO PAULISTA;101888;3;3;27/01/2023;FAZENDA 1;26077;2119;1.20;0.54;04:00;3.8;226;7.5;2379;INTEGRAL;2379;SILO;14800;6.73;1030.4;12.42;8.62;15;P;;36;;;;30;JOAO VITOR
1;PATROCINIO PAULISTA;101889;1;1;27/01/2023;COFRUL;35059;11358;1.27;0.54;02:45;3.27;225;5.9;2379;DESNATADO;0;SILO;55080;6.76;1030.4;11.78;8.51;15;P;N;37;;N;;30;JOAO VITOR
1;PATROCINIO PAULISTA;101889;2;2;27/01/2023;COFRUL;35059;11358;1.29;0.542;02:45;3.26;225;5.3;2379;DESNATADO;0;SILO;55080;6.79;1030.4;11.77;8.51;15;P;N;38;;N;;30;JOAO VITOR
1;PATROCINIO PAULISTA;101889;3;3;27/01/2023;COFRUL;35059;11358;1.30;0.539;03:00;3.27;225;5.5;2379;DESNATADO;0;SILO;55080;6.75;1030.4;11.78;8.51;15;P;N;40;;N;;30;JOAO VITOR
1;PATROCINIO PAULISTA;101890;1;1;27/01/2023;COOPERVAP;72276;11453;1.26;0.54;03:30;3.2;226;5.5;2379;DESNATADO;1590;SILO;54880;6.79;1031.4;11.95;8.75;15;P;N;40;;N;;30;BRUNO, JOAO VITOR
1;PATROCINIO PAULISTA;101890;2;2;27/01/2023;COOPERVAP;72276;11453;1.30;0.541;04:00;3.07;226;5.4;2379;DESNATADO;1590;SILO;54880;6.77;1031.4;11.78;8.71;15;P;N;40;;N;;30;BRUNO, JOAO VITOR
1;PATROCINIO PAULISTA;101890;3;3;27/01/2023;COOPERVAP;72276;11453;1.22;0.542;04:00;3.03;226;5.4;2379;DESNATADO;1590;SILO;54880;6.76;1031.6;11.8;8.77;15;P;N;40;;N;;30;BRUNO, JOAO VITOR
1;PATROCINIO PAULISTA;101891;1;1;27/01/2023;COMEVAP;5136914;11208;1.27;0.541;02:00;0.41;224;6;2379;DESNATADO;0;SILO;54420;6.76;1033.4;9.1;8.69;15;P;N;44;;N;;30;BRUNO, JOAO VITOR
1;PATROCINIO PAULISTA;101891;2;2;27/01/2023;COMEVAP;5136914;11208;1.20;0.538;02:00;0.47;224;5.4;2379;DESNATADO;0;SILO;54420;6.79;1033.2;9.12;8.65;15;P;N;45;;N;;30;BRUNO, JOAO VITOR
1;PATROCINIO PAULISTA;101891;3;3;27/01/2023;COMEVAP;5136914;11208;1.28;0.539;02:00;0.5;224;5;2379;DESNATADO;0;SILO;54420;6.8;1033;9.11;8.61;15;P;N;44;;N;;30;BRUNO, JOAO VITOR
1;PATROCINIO PAULISTA;101892;1;1;27/01/2023;ALPINOPOLIS_FAZENDA 5;4922;3209;1.21;0.537;04:00;3.63;218;5;2379;SEMIDESNATADO;1249;SILO;20770;6.79;1030.4;12.22;8.59;15;P;;41;;;;30;BRUNO, JOAO VITOR
1;PATROCINIO PAULISTA;101892;2;2;27/01/2023;ALPINOPOLIS_FAZENDA 5;4922;3209;1.27;0.539;04:00;3.58;218;5.7;2379;SEMIDESNATADO;1249;SILO;20770;6.82;1030.4;12.16;8.58;15;P;;41;;;;30;BRUNO, JOAO VITOR
1;PATROCINIO PAULISTA;101892;3;3;27/01/2023;ALPINOPOLIS_FAZENDA 5;4922;3209;1.26;0.536;04:00;3.58;218;5.6;2379;SEMIDESNATADO;1249;SILO;20770;6.8;1030.6;12.21;8.63;15;P;;39;;;;30;BRUNO, JOAO VITOR
1;PATROCINIO PAULISTA;101893;1;1;27/01/2023;ARPLAM;26170;14872;1.27;0.539;04:00;3.58;219;5.4;2379;SEMIDESNATADO;3770;SILO;49600;6.79;1030.8;12.26;8.68;15;P;N;39;;N;;30;BRUNO, JOAO VITOR
1;PATROCINIO PAULISTA;101893;2;2;27/01/2023;ARPLAM;26170;14872;1.22;0.535;04:00;3.54;219;5.5;2379;SEMIDESNATADO;3770;SILO;49600;6.77;1030.8;12.21;8.67;15;P;N;39;;N;;30;BRUNO, JOAO VITOR
1;PATROCINIO PAULISTA;101894;1;1;27/01/2023;LATICINIO PORTO REAL;132681;2541;1.27;0.539;04:00;0.27;219;5.3;2379;DESNATADO;4296;SILO;16100;6.75;1033.6;8.98;8.71;15;P;N;30;;N;;30;BRUNO
1;PATROCINIO PAULISTA;101894;2;2;27/01/2023;LATICINIO PORTO REAL;132681;2541;1.24;0.541;06:00;0.27;219;5.1;2379;DESNATADO;4296;SILO;16100;6.73;1033.6;8.98;8.71;15;P;N;30;;N;;30;BRUNO
1;PATROCINIO PAULISTA;101894;3;3;27/01/2023;LATICINIO PORTO REAL;132681;2541;1.24;0.546;05:00;0.27;219;5.6;2379;DESNATADO;4296;SILO;16100;6.75;1033.6;8.98;8.71;15;P;N;31;;N;;30;BRUNO
1;PATROCINIO PAULISTA;101895;1;1;27/01/2023;SACRAMENTO_FAZENDA 6;14992;3554;1.22;0.541;04:00;3.8;218;7.1;2379;INTEGRAL;3533;SILO;24620;6.81;1030.8;12.52;8.72;15;P;;36;;;;30;BRUNO
1;PATROCINIO PAULISTA;101895;2;2;27/01/2023;SACRAMENTO_FAZENDA 6;14992;3554;1.30;0.545;03:30;3.78;218;7.9;2379;INTEGRAL;3533;SILO;24620;6.83;1030.8;12.5;8.72;16;P;;33;;;;30;BRUNO
1;PATROCINIO PAULISTA;101895;3;3;27/01/2023;SACRAMENTO_FAZENDA 6;14992;3554;1.20;0.546;06:00;3.81;218;7.5;2379;INTEGRAL;3533;SILO;24620;6.79;1030.6;12.48;8.67;16;P;;39;;;;30;BRUNO
1;PATROCINIO PAULISTA;101896;1;1;27/01/2023;LATICINIOS FLEURY EIRELI;32224;11326;1.23;0.545;04:00;3.75;219;5.9;2379;INTEGRAL;3971;SILO;53860;6.81;1030.4;12.36;8.61;16;P;N;3;;N;;30;BRUNO
1;PATROCINIO PAULISTA;101896;2;2;27/01/2023;LATICINIOS FLEURY EIRELI;32224;11326;1.23;0.545;06:00;3.56;219;6.5;2379;SEMIDESNATADO;3971;SILO;53860;6.76;1030.4;12.12;8.56;15;P;N;36;;N;;30;BRUNO
1;PATROCINIO PAULISTA;101896;3;3;27/01/2023;LATICINIOS FLEURY EIRELI;32224;11326;1.24;0.543;03:30;3.56;219;6.3;2379;SEMIDESNATADO;3971;SILO;53860;6.78;1030.4;12.12;8.56;15;P;N;42;;N;;30;BRUNO
1;PATROCINIO PAULISTA;101897;1;1;27/01/2023;CAPEBE;127746;12030;1.24;0.537;03:30;3.46;223;5.8;2379;SEMIDESNATADO;1;SILO;59380;6.74;1031;12.16;8.7;15;P;N;33;;N;;30;JOAO VITOR, MARIANA
1;PATROCINIO PAULISTA;101897;2;2;27/01/2023;CAPEBE;127746;12030;1.24;0.54;06:00;3.44;223;5.4;2379;SEMIDESNATADO;1;SILO;59380;6.78;1031;12.14;8.7;15;P;N;32;;N;;30;JOAO VITOR, MARIANA
1;PATROCINIO PAULISTA;101897;3;3;27/01/2023;CAPEBE;127746;12030;1.25;0.544;07:00;3.4;223;6.2;2379;DESNATADO;1;SILO;59380;6.76;1031;12.09;8.69;15;P;N;31;;N;;30;JOAO VITOR, MARIANA
1;PATROCINIO PAULISTA;101898;1;1;27/01/2023;LACTOUNA;13950;11457;1.21;0.544;05:30;3.36;223;6.2;2379;DESNATADO;3908;SILO;57360;6.8;1031.2;12.09;8.73;16;P;N;34;;N;;30;JOAO VITOR, MARIANA
1;PATROCINIO PAULISTA;101898;2;2;27/01/2023;LACTOUNA;13950;11457;1.21;0.541;06:30;3.34;223;7.2;2379;DESNATADO;3908;SILO;57360;6.81;1031.2;12.07;8.73;16;P;N;33;;N;;30;JOAO VITOR, MARIANA
1;PATROCINIO PAULISTA;101898;3;3;27/01/2023;LACTOUNA;13950;11457;1.25;0.538;06:00;3.44;223;6.8;2379;SEMIDESNATADO;3908;SILO;57360;6.76;1031;12.14;8.7;16;P;N;33;;N;;30;JOAO VITOR, MARIANA
1;PATROCINIO PAULISTA;101899;1;1;27/01/2023;DORES DO INDAIA;5494;11339;1.29;0.539;04:00;3.75;223;5.4;2379;INTEGRAL;852;SILO;54200;6.79;1030.4;12.36;8.61;15;P;N;31;;N;;30;JOAO VITOR, MARIANA
1;PATROCINIO PAULISTA;101899;2;2;27/01/2023;DORES DO INDAIA;5494;11339;1.26;0.537;04:00;3.76;223;6;2379;INTEGRAL;852;SILO;54200;6.74;1030.4;12.37;8.61;15;P;N;31;;N;;30;JOAO VITOR, MARIANA
1;PATROCINIO PAULISTA;101899;3;3;27/01/2023;DORES DO INDAIA;5494;11339;1.25;0.539;05:00;3.88;223;5.9;2379;INTEGRAL;852;SILO;54200;6.81;1030.2;12.47;8.59;15;P;N;32;;N;;30;JOAO VITOR, MARIANA
1;PATROCINIO PAULISTA;101900;1;1;27/01/2023;FRISIA COOPERATIVA AGROINDUSTRIAL;43401;10920;1.27;0.538;04:30;3.66;218;5.8;2379;SEMIDESNATADO;1862;SILO;56760;6.8;1030.6;12.3;8.64;15;P;N;33;;N;;30;JOAO VITOR, MARIANA
1;PATROCINIO PAULISTA;101900;2;2;27/01/2023;FRISIA COOPERATIVA AGROINDUSTRIAL;43401;10920;1.26;0.545;06:00;3.64;218;5.6;2379;SEMIDESNATADO;1862;SILO;56760;6.74;1030.6;12.28;8.64;15;P;N;34;;N;;30;JOAO VITOR, MARIANA
1;PATROCINIO PAULISTA;101900;3;3;27/01/2023;FRISIA COOPERATIVA AGROINDUSTRIAL;43401;10920;1.25;0.542;07:40;3.22;218;5.9;2379;DESNATADO;1862;SILO;56760;6.79;1031.4;11.97;8.75;15;P;N;35;;N;;30;JOAO VITOR, MARIANA
1;PATROCINIO PAULISTA;101901;1;1;27/01/2023;UBERABAO;11264;8658;1.25;0.541;03:30;3.61;218;7.5;2379;SEMIDESNATADO;1014;SILO;43100;6.73;1030.6;12.24;8.63;14;P;N;42;;N;;30;JOAO VITOR, MARIANA
1;PATROCINIO PAULISTA;101901;2;2;27/01/2023;UBERABAO;11264;8658;1.23;0.546;04:50;3.63;218;7.3;2379;SEMIDESNATADO;1014;SILO;43100;6.79;1030.6;12.27;8.64;14;P;N;42;;N;;30;JOAO VITOR, MARIANA
1;PATROCINIO PAULISTA;101901;3;3;27/01/2023;UBERABAO;11264;8658;1.26;0.545;04:10;3.64;218;7.6;2379;SEMIDESNATADO;1014;SILO;43100;6.78;1030.6;12.28;8.64;14;P;N;40;;N;;30;JOAO VITOR, MARIANA
1;PATROCINIO PAULISTA;101902;2;1;27/01/2023;FAZENDA 4;26078;2353;1.21;0.544;04:30;3.74;218;10.5;2379;INTEGRAL;2379;SILO;12880;6.82;1030.4;12.35;8.61;14;P;;40;;;;30;JOAO VITOR, MARIANA
1;PATROCINIO PAULISTA;101902;3;2;27/01/2023;FAZENDA 4;26078;2353;1.30;0.543;05:45;3.53;218;10.5;2379;SEMIDESNATADO;2379;SILO;12880;6.8;1030.8;12.2;8.67;14;P;;37;;;;30;JOAO VITOR, MARIANA
1;PATROCINIO PAULISTA;101903;1;1;27/01/2023;LATICINIOS FLEURY EIRELI;32231;11407;1.29;0.537;03:30;3.29;223;6.9;2379;DESNATADO;3971;SILO;54340;6.74;1031.2;12.01;8.72;15;P;N;31;;N;;30;BRUNO, JOAO VITOR
1;PATROCINIO PAULISTA;101903;2;2;27/01/2023;LATICINIOS FLEURY EIRELI;32231;11407;1.29;0.544;04:00;3.36;223;6.8;2379;DESNATADO;3971;SILO;54340;6.79;1031.2;12.09;8.73;15;P;N;33;;N;;30;BRUNO, JOAO VITOR
1;PATROCINIO PAULISTA;101903;3;3;27/01/2023;LATICINIOS FLEURY EIRELI;32231;11407;1.26;0.538;04:30;3.33;223;7.2;2379;DESNATADO;3971;SILO;54340;6.8;1031.2;12.06;8.73;15;P;N;33;;N;;30;BRUNO, JOAO VITOR
1;PATROCINIO PAULISTA;101904;1;1;27/01/2023;FRISIA COOPERATIVA AGROINDUSTRIAL;43406;11096;1.30;0.546;05:00;3.48;226;7.1;2379;SEMIDESNATADO;1862;SILO;56320;6.77;1031;12.19;8.71;15;P;N;37;;N;;30;BRUNO, JOAO VITOR
1;PATROCINIO PAULISTA;101904;2;2;27/01/2023;FRISIA COOPERATIVA AGROINDUSTRIAL;43406;11096;1.22;0.541;05:00;3.37;226;6.8;2379;DESNATADO;1862;SILO;56320;6.79;1031.2;12.1;8.73;16;P;N;37;;N;;30;BRUNO, JOAO VITOR
1;PATROCINIO PAULISTA;101904;3;3;27/01/2023;FRISIA COOPERATIVA AGROINDUSTRIAL;43406;11096;1.28;0.539;05:20;3.66;226;6.5;2379;SEMIDESNATADO;1862;SILO;56320;6.81;1030.8;12.35;8.69;16;P;N;37;;N;;30;BRUNO, JOAO VITOR
1;PATROCINIO PAULISTA;101905;1;1;27/01/2023;GUARDA MOR;6214;12360;1.24;0.539;04:40;3.6;225;4.3;2379;SEMIDESNATADO;1588;SILO;44580;6.76;1030.4;12.18;8.58;15;P;;31;;;;30;BRUNO
1;PATROCINIO PAULISTA;101905;3;2;27/01/2023;GUARDA MOR;6214;12360;1.20;0.543;04:30;3.54;225;4.7;2379;SEMIDESNATADO;1588;SILO;44580;6.81;1030.4;12.11;8.57;15;P;;36;;;;30;BRUNO
1;PATROCINIO PAULISTA;101906;1;1;27/01/2023;FRISIA COOPERATIVA AGROINDUSTRIAL;43407;11010;1.21;0.537;03:30;3.2;226;4.8;2379;DESNATADO;1862;SILO;53100;6.79;1030.6;11.75;8.55;15;P;N;32;;N;;30;BRUNO
1;PATROCINIO PAULISTA;101906;2;2;27/01/2023;FRISIA COOPERATIVA AGROINDUSTRIAL;43407;11010;1.22;0.54;03:40;3.34;226;4.5;2379;DESNATADO;1862;SILO;53100;6.81;1030.6;11.92;8.58;15;P;N;32;;N;;30;BRUNO
1;PATROCINIO PAULISTA;101906;3;3;27/01/2023;FRISIA COOPERATIVA AGROINDUSTRIAL;43407;11010;1.20;0.54;03:20;3.34;226;4.3;2379;DESNATADO;1862;SILO;53100;6.76;1030.6;11.92;8.58;15;P;N;34;;N;;30;BRUNO
1;PATROCINIO PAULISTA;101907;1;1;27/01/2023;UBERABA;24581;8660;1.27;0.538;04:30;3.65;226;4.8;2379;SEMIDESNATADO;844;SILO;45830;6.79;1030.8;12.34;8.69;15;P;;53;;;;30;BRUNO
1;PATROCINIO PAULISTA;101907;2;2;27/01/2023;UBERABA;24581;8660;1.28;0.542;04:00;3.65;226;4.5;2379;SEMIDESNATADO;844;SILO;45830;6.81;1030.8;12.34;8.69;15;P;;58;;;;30;BRUNO
1;PATROCINIO PAULISTA;101907;3;3;27/01/2023;UBERABA;24581;8660;1.21;0.536;04:00;3.65;226;4;2379;SEMIDESNATADO;844;SILO;45830;6.8;1030.8;12.34;8.69;15;P;;50;;;;30;BRUNO
1;PATROCINIO PAULISTA;101908;1;1;27/01/2023;COFRUL;35133;11827;1.30;0.536;05:00;3.49;223;4.6;2379;SEMIDESNATADO;0;SILO;58410;6.78;1030.8;12.15;8.66;15;P;N;36;;N;;30;JOSE RENATO
1;PATROCINIO PAULISTA;101908;2;2;27/01/2023;COFRUL;35133;11827;1.27;0.535;06:00;3.83;223;4.3;2379;INTEGRAL;0;SILO;58410;6.76;1031;12.61;8.78;15;P;N;38;;N;;30;JOSE RENATO
1;PATROCINIO PAULISTA;101908;3;3;27/01/2023;COFRUL;35133;11827;1.26;0.531;04:00;3.83;223;4.1;2379;INTEGRAL;0;SILO;58410;6.78;1031;12.61;8.78;15;P;N;42;;N;;30;JOSE RENATO
1;PATROCINIO PAULISTA;101909;1;1;27/01/2023;LAGOA SANTA;619;11313;1.21;0.539;04:00;3.81;226;5.1;2379;INTEGRAL;4118;SILO;57930;6.71;1030.2;12.38;8.57;15;P;;39;;;;30;JOSE RENATO
1;PATROCINIO PAULISTA;101909;2;2;27/01/2023;LAGOA SANTA;619;11313;1.23;0.54;03:30;3.65;226;5;2379;SEMIDESNATADO;4118;SILO;57930;6.72;1030.2;12.19;8.54;16;P;;38;;;;30;JOSE RENATO
1;PATROCINIO PAULISTA;101909;3;3;27/01/2023;LAGOA SANTA;619;11313;1.25;0.538;06:00;3.48;226;4.7;2379;SEMIDESNATADO;4118;SILO;57930;6.76;1030.6;12.09;8.61;15;P;;36;;;;30;JOSE RENATO
1;PATROCINIO PAULISTA;101910;1;1;27/01/2023;LATICINIOS FORMOSA;66501;11863;1.29;0.538;03:30;3.83;225;5.1;2379;INTEGRAL;2004;SILO;59870;6.78;1030.2;12.41;8.58;15;P;N;36;;N;;30;JOSE RENATO
1;PATROCINIO PAULISTA;101910;2;2;27/01/2023;LATICINIOS FORMOSA;66501;11863;1.26;0.536;04:00;3.58;225;5.6;2379;SEMIDESNATADO;2004;SILO;59870;6.77;1030.8;12.26;8.68;15;P;N;36;;N;;30;JOSE RENATO
1;PATROCINIO PAULISTA;101910;3;3;27/01/2023;LATICINIOS FORMOSA;66501;11863;1.22;0.535;05:40;3.69;225;5.6;2379;SEMIDESNATADO;2004;SILO;59870;6.77;1031;12.44;8.75;15;P;N;36;;N;;30;JOSE RENATO
